Brand Name	Product Name	Category	Average Rating	Number of Reviews
Murad	Murad Anti-Aging Moisturizer Broad Spectrum SPF 30	Moisturizing-Cream-Oils-Mists	3.75	4
Consonant	Consonant Ultra Moisturizing Organic Face Cream	Moisturizing-Cream-Oils-Mists	4.35	20
Darphin	"Darphin Revitalizing Oil For Face, Body and Hair"	Moisturizing-Cream-Oils-Mists	4.3333	3
philosophy	philosophy Purity Made Simple™ Mineral Oil-Free Facial Cleansing Oil	Moisturizing-Cream-Oils-Mists	4.1892	111
Caudalie	Caudalie Polyphenol Anti-Wrinkle Protect Fluid	Moisturizing-Cream-Oils-Mists	4.25	4
Peter Thomas Roth	Peter Thomas Roth Max Sheer All Day Moisture Defense Lotion broad spectrum SPF 30	Moisturizing-Cream-Oils-Mists	3.1429	7
Juice Beauty	Juice Beauty GREEN APPLE™ Brightening SPF 15 Moisturizer	Moisturizing-Cream-Oils-Mists	1.5	3
Lancôme	Lancôme Génifique Nutrics - Nourishing Youth Activating Cream	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin INTRAL Redness Relief Recovery Cream	Moisturizing-Cream-Oils-Mists	4	2
boscia	boscia Self-Defense Vital Antioxidant Moisture	Moisturizing-Cream-Oils-Mists	4	3
Lancôme	Lancôme Energie de Vie the Melt-In Sleeping Mask	Moisturizing-Cream-Oils-Mists	3.8889	9
Estée Lauder	Estée Lauder Double Wear All-Day Glow BB Moisture Makeup Broad Spectrum SPF 30	Moisturizing-Cream-Oils-Mists	3.6389	36
Skyn Iceland	Skyn Iceland Hydro Cool Firming Neck Gels	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Day Cream SPF 15	Moisturizing-Cream-Oils-Mists	0	0
Clarins	Clarins After Sun Moisturzer Ultra-Hydrating	Moisturizing-Cream-Oils-Mists	5	5
Tria	Tria Overnight Brightening Boost Facial	Moisturizing-Cream-Oils-Mists	5	5
Anthony	Anthony All Purpose Facial Moisturizer	Moisturizing-Cream-Oils-Mists	4.6667	3
Biotherm	Biotherm Moisturizing Dry Touch Aerosol Mist	Moisturizing-Cream-Oils-Mists	0	0
shu uemura	shu uemura Maxi: Hydrability Moisture Essence-in gel	Moisturizing-Cream-Oils-Mists	5	1
AERIN	AERIN Rose Balm	Moisturizing-Cream-Oils-Mists	3.6667	6
Lancôme	Lancôme Bienfait Multi-Vital Daily Replenishing Oil	Moisturizing-Cream-Oils-Mists	4.4706	17
Koh Gen Do	Koh Gen Do All In One Moisture Spa Gel	Moisturizing-Cream-Oils-Mists	3.7727	22
Bliss	Bliss FatGirlSleep	Moisturizing-Cream-Oils-Mists	3	1
Darphin	Darphin Moisturizing Silky Lotion	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Pure-Fect Skin Micro-Exfoliating Purifying Toner	Moisturizing-Cream-Oils-Mists	0	0
Buxom	Buxom Total Fixation™ Set & Refresh Gel Face Mist	Moisturizing-Cream-Oils-Mists	3.2857	14
Darphin	Darphin 8-Flower Nectar Oil Cream	Moisturizing-Cream-Oils-Mists	5	3
Biotherm	Biotherm Aquasource Night Spa	Moisturizing-Cream-Oils-Mists	5	1
Biotherm	Biotherm BLUE THERAPY NIGHT SERUM-IN-OIL	Moisturizing-Cream-Oils-Mists	5	3
L’Occitane	L’Occitane Brightening Essence	Moisturizing-Cream-Oils-Mists	5	1
Dior	Dior Capture Totale Haute Nutrition Nurtruring Oil-Serum	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin Exquisâge Beauty Revealing Cream	Moisturizing-Cream-Oils-Mists	5	1
AHAVA	AHAVA Extreme Night Treatment	Moisturizing-Cream-Oils-Mists	5	1
philosophy	philosophy Full Of Promise™ Dual-Action Restoring Cream	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin IDEAL RESOURCE Light Re-Birth Overnight Cream	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin Lumière Essentielle Radiance & Hydration Illuminating Oil Serum	Moisturizing-Cream-Oils-Mists	5	1
B. Kamins	B. Kamins Moisturizer Maple Day Cream SPF 15	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin Orange Blossom Aromatic Care	Moisturizing-Cream-Oils-Mists	5	1
Darphin	Darphin PRÉDERMINE Densifying Anti-Wrinkle Cream for Dry Skin	Moisturizing-Cream-Oils-Mists	5	1
shu uemura	shu uemura Sublime Beauty Oil in Lotion	Moisturizing-Cream-Oils-Mists	5	1
Clarins	Clarins Super Restorative Day	Moisturizing-Cream-Oils-Mists	5	2
Origins	"Origins Three Part Harmony Nourishing Cream for Renewal, Repair, and Radiance"	Moisturizing-Cream-Oils-Mists	5	2
Biotherm	Biotherm Total Recharge	Moisturizing-Cream-Oils-Mists	5	1
Bliss	Bliss Triple Oxygen Radiance Restoring Mist	Moisturizing-Cream-Oils-Mists	5	1
Perricone MD	Perricone MD Photo Plasma	Moisturizing-Cream-Oils-Mists	4.8	5
Darphin	Darphin Rose Aromatic Care	Moisturizing-Cream-Oils-Mists	4.8	5
Biotherm	Biotherm SKINïBEST NIGHT	Moisturizing-Cream-Oils-Mists	4.75	4
Yves Saint Laurent	Yves Saint Laurent Top Secrets All-In-One BB Crème Perfecteur De Teint	Moisturizing-Cream-Oils-Mists	4.75	4
Biotherm	Biotherm Liquid Glow Instant Complexion Reviving Oil	Moisturizing-Cream-Oils-Mists	4.6667	3
Perricone MD	Perricone MD Face Finishing Moisturizer Tint	Moisturizing-Cream-Oils-Mists	4.6	5
Bliss	Bliss Fabulous Drench ’n’ Quench	Moisturizing-Cream-Oils-Mists	4.5333	15
Biotherm	Biotherm AQUASOURCE NUIT	Moisturizing-Cream-Oils-Mists	4.5	4
Laneige	Laneige Brightening Sparkling Capsule Mist	Moisturizing-Cream-Oils-Mists	4.5	4
Laneige	Laneige Brightening Sparkling Water Pop Essence	Moisturizing-Cream-Oils-Mists	4.5	4
Peter Thomas Roth	Peter Thomas Roth FIRMx® Face and Neck Contouring System	Moisturizing-Cream-Oils-Mists	4.5	2
Biotherm	Biotherm PUREïFECT SKIN GEL	Moisturizing-Cream-Oils-Mists	4.5	6
Juice Beauty	Juice Beauty STEM CELLULAR™ Anti-Wrinkle Overnight Cream	Moisturizing-Cream-Oils-Mists	4.5	2
Kate Somerville	Kate Somerville Dilo Oil Age-Defying Oil	Moisturizing-Cream-Oils-Mists	4.4019	4
Yves Saint Laurent	Yves Saint Laurent CC Crème Correcteur Couleur	Moisturizing-Cream-Oils-Mists	4.4	5
Dr. Brandt Skincare	Dr. Brandt Skincare Save Our Skin Soothing Solution	Moisturizing-Cream-Oils-Mists	4.4	5
Lancôme	Lancôme Énergie De Vie Refining & Invigorating Intense Lotion	Moisturizing-Cream-Oils-Mists	4.3788	66
Koh Gen Do	Koh Gen Do Oriental Plants Essence	Moisturizing-Cream-Oils-Mists	4.375	8
L’Occitane	L’Occitane Immortelle Precious Night Cream	Moisturizing-Cream-Oils-Mists	4.3582	67
Lancôme	Lancôme Hydra Zen Neurocalm - Extreme Soothing Moisturising Cream-Gel- All Skin Types	Moisturizing-Cream-Oils-Mists	4.3333	3
Josie Maran	Josie Maran Argan Daily Moisturizer SPF 47 Protect and Perfect	Moisturizing-Cream-Oils-Mists	4.3125	32
Perricone MD	Perricone MD Hypoallergenic Nourishing Moisturizer	Moisturizing-Cream-Oils-Mists	4.3095	7
Peter Thomas Roth	Peter Thomas Roth FIRMx™ Firming Night Moisturizer	Moisturizing-Cream-Oils-Mists	4.2857	14
Jurlique	Jurlique Rose Moisture Plus Revitalising Gel-Lotion	Moisturizing-Cream-Oils-Mists	4.2857	7
Guerlain	Guerlain Super Aqua-Day Cream	Moisturizing-Cream-Oils-Mists	4.2857	7
Dr. Dennis Gross Skincare	Dr. Dennis Gross Skincare CC Cream	Moisturizing-Cream-Oils-Mists	4.25	4
Bobbi Brown	Bobbi Brown CC Cream SPF 35	Moisturizing-Cream-Oils-Mists	4.2295	61
Darphin	Darphin IDEAL RESOURCE Smoothing Retexturizing Radiance Cream	Moisturizing-Cream-Oils-Mists	4.2	5
Darphin	Darphin 8-Flower Nectar	Moisturizing-Cream-Oils-Mists	4.1818	11
Dior	Dior Diorsnow Fresh Creme Global Transparency Day	Moisturizing-Cream-Oils-Mists	4.1739	23
Dior	Dior Hydra Life BB Eye Crème	Moisturizing-Cream-Oils-Mists	4.1405	121
Lancôme	Lancôme ABSOLUE PRECIOUS CELLS Advanced Regenerating and Repairing Care	Moisturizing-Cream-Oils-Mists	4	1
Biotherm	Biotherm Aquasource Rich Cream for Dry Skin	Moisturizing-Cream-Oils-Mists	4	3
Biotherm	Biotherm BLUE THERAPY NIGHT CREAM	Moisturizing-Cream-Oils-Mists	4	1
L’Occitane	L’Occitane Brightening Moisture Cream	Moisturizing-Cream-Oils-Mists	4	2
Darphin	Darphin Chamomile Aromatic Care	Moisturizing-Cream-Oils-Mists	4	4
Dior	Dior Diorsnow Global Transparency Essence	Moisturizing-Cream-Oils-Mists	4	1
Murad	Murad Essential C Night Moisture	Moisturizing-Cream-Oils-Mists	4	1
Laura Mercier	Laura Mercier Flawless Skin Repair Oil-Free Day Lotion SPF 15	Moisturizing-Cream-Oils-Mists	4	1
Clarins	Clarins Multi-Active Night for Normal to Dry Skin	Moisturizing-Cream-Oils-Mists	4	1
Darphin	Darphin Niaouli Aromatic Care	Moisturizing-Cream-Oils-Mists	4	2
DECIEM	DECIEM NIOD Neck Elasticity Catalyst	Moisturizing-Cream-Oils-Mists	4	2
Omorovicza	Omorovicza Omoressence	Moisturizing-Cream-Oils-Mists	4	1
Koh Gen Do	Koh Gen Do Oriental Plants Balm	Moisturizing-Cream-Oils-Mists	4	2
Peter Thomas Roth	Peter Thomas Roth Rose Stem Cell Bio-Repair Cream	Moisturizing-Cream-Oils-Mists	4	4
Juice Beauty	Juice Beauty STEM CELLULAR™ Cleansing Oil	Moisturizing-Cream-Oils-Mists	4	6
Darphin	Darphin Tangerine Aromatic Care	Moisturizing-Cream-Oils-Mists	4	1
shu uemura	shu uemura TSUYA Skin Youthful Bouncy-Fine Emulsion	Moisturizing-Cream-Oils-Mists	4	4
Anthony	Anthony Wake Up Call	Moisturizing-Cream-Oils-Mists	4	1
Dr. Brandt Skincare	Dr. Brandt Skincare Xtend Your Youth Face Cream	Moisturizing-Cream-Oils-Mists	4	1
Fresh	Fresh Peony Spot-Correcting Brightening Essence	Moisturizing-Cream-Oils-Mists	3.9831	59
Bliss	Bliss Fabulous Makeup Melt Gel-To-Oil Cleanser	Moisturizing-Cream-Oils-Mists	3.9231	13
Dr. Brandt Skincare	Dr. Brandt Skincare pores no more® pore effect refining cream	Moisturizing-Cream-Oils-Mists	3.8487	7
Estée Lauder	Estée Lauder Double Wear Brush-On Glow BB Highlighter	Moisturizing-Cream-Oils-Mists	3.8421	19
Biotherm	Biotherm SKIN•BEST C.C. CREAM SPF 25	Moisturizing-Cream-Oils-Mists	3.8333	6
Biotherm	Biotherm AQUASOURCE BB CREAM	Moisturizing-Cream-Oils-Mists	3.8	5
Estée Lauder	Estée Lauder Crescent White Full Brightening Spot Correcting Esscence	Moisturizing-Cream-Oils-Mists	3.75	4
Dior	Dior Instant Gentle Cleansing Oil	Moisturizing-Cream-Oils-Mists	3.7215	79
philosophy	philosophy Miracle Worker™ Miraculous Anti-Aging Neck Cream	Moisturizing-Cream-Oils-Mists	3.7059	17
Biotherm	Biotherm BLUE THERAPY LIFT & BLUR	Moisturizing-Cream-Oils-Mists	3.6667	3
Bliss	Bliss Triple Oxygen® Ex-’glow’-sion! Vitabead-Infused Moisture Cream	Moisturizing-Cream-Oils-Mists	3.6667	3
Dr. Jart+	Dr. Jart+ BB Bounce Beauty Balm	Moisturizing-Cream-Oils-Mists	3.6047	43
Dr. Brandt Skincare	Dr. Brandt Skincare Do Not Age with Dr. Brandt™ Dream Night Cream	Moisturizing-Cream-Oils-Mists	3.5	2
Murad	Murad Resurgence Age-Balancing Night Cream	Moisturizing-Cream-Oils-Mists	3.5	4
First Aid Beauty	First Aid Beauty Milk Oil Conditioning Cleanser	Moisturizing-Cream-Oils-Mists	3.4609	128
Guerlain	Guerlain Super Aqua-Crème Night Balm	Moisturizing-Cream-Oils-Mists	3.4286	7
shu uemura	shu uemura TSUYA Skin Youthful Bouncy-Fine Cream	Moisturizing-Cream-Oils-Mists	3.2667	15
Clarins	Clarins BB Skin Perfecting Cream SPF 25	Moisturizing-Cream-Oils-Mists	3.25	4
Too Cool For School	Too Cool For School Cherry Blossoms Mist	Moisturizing-Cream-Oils-Mists	3.2222	9
Juice Beauty	Juice Beauty Antioxidant Moisturizer	Moisturizing-Cream-Oils-Mists	3	2
AHAVA	AHAVA Essential Day Moisturizer - Combination Skin	Moisturizing-Cream-Oils-Mists	3	2
Lancôme	Lancôme Hydra Zen Nuit - Neurocalm- Soothing Recharging Night Cream	Moisturizing-Cream-Oils-Mists	3	1
Lancôme	Lancôme Rénergie Multi-Lift Memory Shape Gel-In Lotion	Moisturizing-Cream-Oils-Mists	3	1
B. Kamins	B. Kamins Sun Defense UV Screen SPF 48	Moisturizing-Cream-Oils-Mists	3	1
Guerlain	Guerlain Abeille Royale Dark Spot Corrector Pore Minimizer Serum	Moisturizing-Cream-Oils-Mists	2.6667	3
Juice Beauty	Juice Beauty GREEN APPLE™ Age Defy Moisturizer	Moisturizing-Cream-Oils-Mists	2.5556	9
Murad	Murad Renewing Cleansing Oil	Moisturizing-Cream-Oils-Mists	2.5	2
Skyn Iceland	Skyn Iceland Arctic Face Oil	Moisturizing-Cream-Oils-Mists	2	1
Estée Lauder	Estée Lauder DayWear Advanced Multi-Protection Anti-Oxidant Creme Broad Spectrum SPF 15 - Normal/ Combination Skin	Moisturizing-Cream-Oils-Mists	2	1
shu uemura	shu uemura Deepsea Hydrability Intense  Moisturizing Concentrate	Moisturizing-Cream-Oils-Mists	2	1
Biotherm	Biotherm BLUE THERAPY ULTRA-BLUR	Moisturizing-Cream-Oils-Mists	1	0
Lancôme	Lancôme Rénergie Lift Multi-Action SPF 15 Firming Moisturizing Cream for All Skin Types	Moisturizing-Cream-Oils-Mists	1	1
Lancôme	Lancôme Énergie de Vie The Smoothing & Illuminating Refreshing Milky Lotion	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme ABSOLUE NIGHT Precious Cells Repairing and Recovering Night Cream	Moisturizing-Cream-Oils-Mists	0	0
AHAVA	AHAVA Age Control Even Tone Sleeping Cream	Moisturizing-Cream-Oils-Mists	0	0
Murad	Murad Age-Balancing Moisture	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Aquasouce Everplump	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme Bienfait Multi-Vital Teinte SPF 30 Sunscreen	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme Bienfait Multi-Vital Teinte Tinted Moisturizer Beauty Benefit Cream	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme Blanc Expert Beautiful Skin Brightening Cream	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Blue Therapy Cream-In-Oil	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm BLUE THERAPY DAY CREAM SPF 15 Dry Skin	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Blue Therapy Repairing Anti-Aging Silky Cream	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Brightening Cosmetic Water	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Calming Lotion	Moisturizing-Cream-Oils-Mists	0	0
Estée Lauder	Estée Lauder CyberWhite HD Advanced Brightening Moisture Crème	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Day Lotion SPF 15	Moisturizing-Cream-Oils-Mists	0	0
Kate Somerville	Kate Somerville Deep Skin Care Cream	Moisturizing-Cream-Oils-Mists	0	0
Algenist	Algenist ELEVATE Advanced Lift Contouring Cream	Moisturizing-Cream-Oils-Mists	0	0
AHAVA	AHAVA Extreme Day Cream	Moisturizing-Cream-Oils-Mists	0	0
Bliss	"Bliss Firm, Baby, Firm™ Moisturizing Gel-Cream"	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme Hydra Zen - Neurocalm- Soothing Anti-Stress Moisturising Cream- All Skin Types	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin HYDRASKIN Essential All-Day Skin-Hydrating Emulsion	Moisturizing-Cream-Oils-Mists	0	0
Shiseido	Shiseido Hydro Master Gel	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin IDEAL RESOURCE Micro-Refining Smoothing Fluid	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin INTRAL Soothing Cream	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin Jasmine Aromatic Care	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Liquid White Illuminating Hydra-Plumping Cream	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Maple Night Cream	Moisturizing-Cream-Oils-Mists	0	0
shu uemura	shu uemura Maxi: Hydrability Moisture Essence-in cream	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Menopause Skin Cream Kx	Moisturizing-Cream-Oils-Mists	0	0
philosophy	philosophy Miracle Worker® Overnight	Moisturizing-Cream-Oils-Mists	0	0
Clarins	Clarins Multi-Active Day for Normal to Dry Skin	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Nia-Stem Moisturizer Kx	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Night Cream	Moisturizing-Cream-Oils-Mists	0	0
This Works	This Works No Wrinkles Night Repair	Moisturizing-Cream-Oils-Mists	0	0
This Works	This Works No Wrinkles Tired Eyes	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin Nourishing and Firming Velvet Cream	Moisturizing-Cream-Oils-Mists	0	0
Guerlain	Guerlain Orchidée Impériale The Toner	Moisturizing-Cream-Oils-Mists	0	0
Skyn Iceland	Skyn Iceland Oxygen Infusion Night Cream	Moisturizing-Cream-Oils-Mists	0	0
shu uemura	shu uemura Phyto Black Lift- Renewing Firming Night Cream	Moisturizing-Cream-Oils-Mists	0	0
Perricone MD	Perricone MD PRE:EMPT SERIES™ Oil-Free Hydrating Cream	Moisturizing-Cream-Oils-Mists	0	0
Perricone MD	Perricone MD PRE:EMPT SERIES™ The Fixer Solid Oil Balm	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin PRÉDERMINE Densifying Anti-Wrinkle Cream for Normal Skin	Moisturizing-Cream-Oils-Mists	0	0
Darphin	Darphin PRÉDERMINE Densifying Anti-Wrinkle Fluid	Moisturizing-Cream-Oils-Mists	0	0
bareMinerals	bareMinerals Prime Time™ BB Primer-Cream Daily Defense Broad Spectrum SPF 30	Moisturizing-Cream-Oils-Mists	0	0
Lancôme	Lancôme RÉNERGIE FRENCH LIFT™	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Replenishing Moisturizer Kx	Moisturizing-Cream-Oils-Mists	0	0
Peter Thomas Roth	Peter Thomas Roth Retinol Fusion PM Overnight Resurfacing Pads	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Skin Vivo Nuit Overnight Reversive Anti-Aging Care	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Skin Vivo Reversive Anti-Aging Care for Dry Skin	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm SKINïBEST DAY CREAM SPF 15 NORMAL SKIN	Moisturizing-Cream-Oils-Mists	0	0
B. Kamins	B. Kamins Soothing Day Cream SPF 15	Moisturizing-Cream-Oils-Mists	0	0
Juice Beauty	Juice Beauty STEM CELLULAR™ Lifting Neck Cream	Moisturizing-Cream-Oils-Mists	0	0
Biotherm	Biotherm Sun After Oligo-Thermal Face Cream	Moisturizing-Cream-Oils-Mists	0	0
OLEHENRIKSEN	OLEHENRIKSEN Truth Revealed™ Brightening Broad Spectrum SPF 15 Moisturizer	Moisturizing-Cream-Oils-Mists	0	0
Peter Thomas Roth	Peter Thomas Roth Ultimate Crème In A Tube	Moisturizing-Cream-Oils-Mists	0	0
shu uemura	shu uemura Ultime8 Sublime Beauty Oil in Emulsion	Moisturizing-Cream-Oils-Mists	0	0
Estée Lauder	Estée Lauder Vérité Moisture Relief Creme	Moisturizing-Cream-Oils-Mists	0	0
philosophy	philosophy When Hope Is Not Enough Replenishing Cream	Moisturizing-Cream-Oils-Mists	0	0
NAILS INC.	NAILS INC. Unicorn Nail Polish Duo	Nails-Makeup	4.3846	15
Marc Jacobs Beauty	Marc Jacobs Beauty Enamored Hi-Shine Nail Polish	Nails-Makeup	3.8409	842
Dior	Dior Nail Glow	Nails-Makeup	4.094	415
SEPHORA COLLECTION	SEPHORA COLLECTION Instant Nail Polish Remover	Nails-Makeup	4.77	774
Dior	Dior Dior Vernis Gel Shine and Long Wear Nail Lacquer	Nails-Makeup	4.4576	208
Dior	Dior Crème Abricot Fortifying Cream For Nails	Nails-Makeup	4.5574	470
Deborah Lippmann	Deborah Lippmann Gel Lab Pro Nail Polish	Nails-Makeup	4	50
NAILS INC.	NAILS INC. NAILKALE - Superfood Base Coat	Nails-Makeup	4.5667	90
NAILS INC.	NAILS INC. 45 Second Top Coat with Kensington Caviar	Nails-Makeup	4.5419	489
Pretty Vulgar	Pretty Vulgar Liquor Nail Polish	Nails-Makeup	4.75	4
Static Nails	Static Nails All In One Pop-On Manicure Kit (Weekend Manicure: Chrome Capsule Collection)	Nails-Makeup	3.1905	21
SEPHORA COLLECTION	SEPHORA COLLECTION Crystal Nail File	Nails-Makeup	4.682	478
Perfect Formula	Perfect Formula Gel Coat Manicure Set	Nails-Makeup	4	26
Deborah Lippmann	Deborah Lippmann Cuticle Lab - Nail Treatment Set	Nails-Makeup	4.5	54
Static Nails	Static Nails All In One Pop-On Manicure Kit: Mademoiselle	Nails-Makeup	3.1818	34
Diamancel	Diamancel Diamond File For Foot Calluses #20	Nails-Makeup	4.5298	285
SEPHORA COLLECTION	SEPHORA COLLECTION Tough As Nails Deluxe Manicure Kit	Nails-Makeup	4.2326	43
Formula X	Formula X The Effects - Nail Polish Effects	Nails-Makeup	2.7536	70
NAILS INC.	NAILS INC. Gel Effect Nail Polish	Nails-Makeup	4.0118	116
NAILS INC.	NAILS INC. Superfood Nail and Cuticle Repair Oil	Nails-Makeup	4.8667	15
NAILS INC.	NAILS INC. The Mindful Manicure Future's Bright Nail Polish	Nails-Makeup	4.4545	11
Deborah Lippmann	Deborah Lippmann Iconic Treatment-enriched Nail Polish	Nails-Makeup	4.16	125
SEPHORA COLLECTION	SEPHORA COLLECTION Cut to the Point Cuticle Nipper	Nails-Makeup	4.931	29
NAILS INC.	NAILS INC. Nailpure Nail Polish	Nails-Makeup	4.4444	18
Perfect Formula	Perfect Formula Ruby Pink Gel Coat	Nails-Makeup	4.4444	9
NARS	NARS Nail Polish	Nails-Makeup	3.6818	44
Perfect Formula	Perfect Formula Pink Gel Coat	Nails-Makeup	4.1807	1234
NAILS INC.	NAILS INC. Sweet Almond Nail Polish Powered By Matcha	Nails-Makeup	3.8125	16
Deborah Lippmann	Deborah Lippmann Pretty In Pink - Pink Nail Polish Set	Nails-Makeup	1.8333	6
Diamancel	Diamancel Diamond Foot Buffer #11	Nails-Makeup	4.7187	160
NAILS INC.	NAILS INC. Overnight Detox Nail Mask	Nails-Makeup	4.6471	34
Perfect Formula	Perfect Formula Nail Essentials Duo	Nails-Makeup	4.2683	82
Deborah Lippmann	Deborah Lippmann Gel Lab Pro - Nail Base Coat and Top Coat Set	Nails-Makeup	3.3714	70
Deborah Lippmann	Deborah Lippmann Very Berry - Shades of Berry Nail Polish Set	Nails-Makeup	4.2174	23
Diamancel	Diamancel Flexible Diamond Nail File #2	Nails-Makeup	4.4149	94
SEPHORA COLLECTION	SEPHORA COLLECTION Instant Nail Polish Remover Wipes	Nails-Makeup	4.05	80
NAILS INC.	NAILS INC. NAILKALE Nail Polish	Nails-Makeup	4.2639	144
NAILS INC.	"NAILS INC. Nail Make Up - Correct, Conceal & Heal Polish"	Nails-Makeup	3.8889	9
Deborah Lippmann	Deborah Lippmann Cuticle Remover - Exfoliating Cuticle Nail Treatment	Nails-Makeup	4.6706	85
Diamancel	Diamancel Mini Nail File	Nails-Makeup	4.5385	26
Ciaté London	Ciaté London Mini Paint Pot Nail Polish and Effects	Nails-Makeup	3.4411	263
NAILS INC.	NAILS INC. Nail Polish Fuelled By Charcoal	Nails-Makeup	4.5	8
Tweezerman	Tweezerman Satin Etched Zebra Cuticle Nipper	Nails-Makeup	4.4444	36
NAILS INC.	NAILS INC. Number Ones Base and Top Coat Duo	Nails-Makeup	4.8	6
Kiesque	Kiesque LIQUID PALISADE™ Easy-Peel Polish Barrier	Nails-Makeup	2.7699	113
NAILS INC.	NAILS INC. NAILKALE - Illuminator	Nails-Makeup	4.6119	67
Deborah Lippmann	Deborah Lippmann The Cure - Nail Cuticle Repair Cream Treatment	Nails-Makeup	4.2273	44
NAILS INC.	NAILS INC. Back to Life Recovery Treatment & Base Coat	Nails-Makeup	4.1667	6
Static Nails	Static Nails All In One Pop-On Manicure Kit: Red Bottoms	Nails-Makeup	3.6667	3
Deborah Lippmann	Deborah Lippmann Hard Rock - Nail Strengthening Top and Base Coat	Nails-Makeup	4.1607	56
Perfect Formula	Perfect Formula Gel Coat	Nails-Makeup	4.2053	151
Deborah Lippmann	Deborah Lippmann Addicted to Speed - Quick-drying Nail Top Coat	Nails-Makeup	4.3333	78
Tweezerman	Tweezerman Mini Nail Rescue Kit	Nails-Makeup	4.3714	35
Deborah Lippmann	Deborah Lippmann Smooth Operator - Buffer Nail File	Nails-Makeup	3.7353	34
NAILS INC.	NAILS INC. Nail Grow Treatment	Nails-Makeup	4.0769	13
Formula X	Formula X #ColorCurators: Sanya Richards-Ross Edition – Nail Polish	Nails-Makeup	4.6	10
L’Occitane	L’Occitane Shea Nail And Cuticle Oil	Nails-Makeup	4.5263	38
NAILS INC.	NAILS INC. Long Wear Cambridge Grove Nail Polish	Nails-Makeup	5	2
NAILS INC.	NAILS INC. Acai Bowl Nail Polish Collection	Nails-Makeup	0	0
Deborah Lippmann	Deborah Lippmann Marshmallow Whipped Hand & Cuticle Scrub	Nails-Makeup	5	2
Static Nails	Static Nails All In One Pop-On Manicure Kit: Blanko	Nails-Makeup	5	1
Deborah Lippmann	Deborah Lippmann Bed of Roses Nail Polish Set	Nails-Makeup	4.6	5
Deborah Lippmann	Deborah Lippmann Cuticle Oil - Nail Cuticle Treatment	Nails-Makeup	4.122	41
Dior	Dior Gel Coat	Nails-Makeup	4.0067	150
NARS	NARS Base Coat	Nails-Makeup	4.9	10
Ciaté London	Ciaté London Olivia Palermo x Ciaté London Nail Collection	Nails-Makeup	4.1818	66
NAILS INC.	NAILS INC. Nailkale Nailbright Polish	Nails-Makeup	4	11
NAILS INC.	NAILS INC. Nail Fuel Polish Set	Nails-Makeup	4	4
Deborah Lippmann	Deborah Lippmann The Stripper - Nail Polish Remover	Nails-Makeup	4.0286	35
Deborah Lippmann	Deborah Lippmann All About That Base - CC Nail Treatment Base Coat	Nails-Makeup	4	32
Tweezerman	Tweezerman Pink Perfection Safety Slide Callus Shaver & Rasp	Nails-Makeup	3.3659	41
Black Up	Black Up Nail Lacquer	Nails-Makeup	4.3529	17
Deborah Lippmann	Deborah Lippmann My Way Customizable Manicure Essentials Set	Nails-Makeup	0	0
Guerlain	Guerlain La Petite Robe Noire Deliciously Shiny Nail Lacquer	Nails-Makeup	5	3
Formula X	Formula X #ColorCurators: Ballet Beautiful Edition -  Nail Polish Collection	Nails-Makeup	4.3333	15
